file,class,,cbo,loc,wmc
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\config\v2\ConsumerOffsetManagerV2.java,org.apache.rocketmq.broker.config.v2.ConsumerOffsetManagerV2,,12,342,52
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\SubscriptionGroupWrapper.java,org.apache.rocketmq.remoting.protocol.body.SubscriptionGroupWrapper,,3,23,6
C:\oodass1\projects\rocketmq\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\RemotingSerializableTest.java,org.apache.rocketmq.remoting.protocol.RemotingSerializableTest$Anonymous1,,0,9,2
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\container\RemoveBrokerSubCommand.java,org.apache.rocketmq.tools.command.container.RemoveBrokerSubCommand,,7,48,7
C:\oodass1\projects\rocketmq\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\RemotingSerializableTest.java,org.apache.rocketmq.remoting.protocol.RemotingSerializableTest$Anonymous2,,0,9,2
C:\oodass1\projects\rocketmq\namesrv\src\test\java\org\apache\rocketmq\namesrv\routeinfo\RouteInfoManagerNewTest.java,org.apache.rocketmq.namesrv.routeinfo.RouteInfoManagerNewTest,,19,578,58
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\metrics\BrokerMetricsManagerTest.java,org.apache.rocketmq.broker.metrics.BrokerMetricsManagerTest$Anonymous1,,5,18,4
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\metrics\NopLongCounter.java,org.apache.rocketmq.common.metrics.NopLongCounter,,3,8,3
C:\oodass1\projects\rocketmq\controller\src\main\java\org\apache\rocketmq\controller\impl\task\CheckNotActiveBrokerRequest.java,org.apache.rocketmq.controller.impl.task.CheckNotActiveBrokerRequest,,1,13,4
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\schedule\DelayOffsetSerializeWrapper.java,org.apache.rocketmq.broker.schedule.DelayOffsetSerializeWrapper,,2,16,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIFactory.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIFactory,,12,82,16
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\attribute\EnumAttribute.java,org.apache.rocketmq.common.attribute.EnumAttribute,,1,17,4
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\config\v1\RocksDBConsumerOffsetManagerMigrationTest.java,org.apache.rocketmq.broker.config.v1.RocksDBConsumerOffsetManagerMigrationTest,,8,74,5
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingAbstract.java,org.apache.rocketmq.remoting.netty.NettyRemotingAbstract$NettyEventExecutor,,5,50,13
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\common\ThreadLocalIndexTest.java,org.apache.rocketmq.client.common.ThreadLocalIndexTest,,2,27,7
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\topic\TopicValidator.java,org.apache.rocketmq.common.topic.TopicValidator,,4,129,28
C:\oodass1\projects\rocketmq\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\body\KVTableTest.java,org.apache.rocketmq.remoting.protocol.body.KVTableTest,,3,14,1
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\remoting\protocol\http2proxy\Http2ProtocolProxyHandlerTest.java,org.apache.rocketmq.proxy.remoting.protocol.http2proxy.Http2ProtocolProxyHandlerTest,,10,17,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\pipeline\RequestPipeline.java,org.apache.rocketmq.remoting.pipeline.RequestPipeline,,3,10,2
C:\oodass1\projects\rocketmq\tools\src\test\java\org\apache\rocketmq\tools\command\metadata\ExportMetadataInRocksDBCommandTest.java,org.apache.rocketmq.tools.command.metadata.ExportMetadataInRocksDBCommandTest,,5,27,3
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\acl\common\SigningAlgorithm.java,org.apache.rocketmq.acl.common.SigningAlgorithm,,0,1,0
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\autoswitchrole\AutoSwitchRoleBase.java,org.apache.rocketmq.test.autoswitchrole.AutoSwitchRoleBase,,12,118,19
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\service\mqclient\ProxyClientRemotingProcessorTest.java,org.apache.rocketmq.proxy.service.mqclient.ProxyClientRemotingProcessorTest$MockChannelHandlerContext,,2,10,2
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\client\ConsumerGroupInfo.java,org.apache.rocketmq.broker.client.ConsumerGroupInfo,,7,158,38
C:\oodass1\projects\rocketmq\tieredstore\src\test\java\org\apache\rocketmq\tieredstore\file\FlatAppendFileTest.java,org.apache.rocketmq.tieredstore.file.FlatAppendFileTest,,19,138,8
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingServer.java,org.apache.rocketmq.remoting.netty.NettyRemotingServer$HandshakeHandler,,6,28,6
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\monitor\MonitorListener.java,org.apache.rocketmq.tools.monitor.MonitorListener,,4,8,6
C:\oodass1\projects\rocketmq\container\src\main\java\org\apache\rocketmq\container\BrokerBootHook.java,org.apache.rocketmq.container.BrokerBootHook,,1,5,3
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\DefaultMessageStoreCleanFilesTest.java,org.apache.rocketmq.store.DefaultMessageStoreCleanFilesTest$MessageStoreConfigForTest,,1,14,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\ElectMasterResponseBody.java,org.apache.rocketmq.remoting.protocol.body.ElectMasterResponseBody,,3,44,13
C:\oodass1\projects\rocketmq\filter\src\main\java\org\apache\rocketmq\filter\parser\SelectorParser.java,org.apache.rocketmq.filter.parser.SelectorParser$JJCalls,,2,6,0
C:\oodass1\projects\rocketmq\openmessaging\src\main\java\io\openmessaging\rocketmq\domain\SendResultImpl.java,io.openmessaging.rocketmq.domain.SendResultImpl,,2,14,3
C:\oodass1\projects\rocketmq\filter\src\main\java\org\apache\rocketmq\filter\expression\UnaryExpression.java,org.apache.rocketmq.filter.expression.UnaryExpression$BooleanUnaryExpression,,5,9,4
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\schedule\ScheduleMessageService.java,org.apache.rocketmq.broker.schedule.ScheduleMessageService,,14,605,54
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\stat\ConsumerStatsManager.java,org.apache.rocketmq.client.stat.ConsumerStatsManager,,5,98,21
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\ConsumeMessagePopOrderlyService.java,org.apache.rocketmq.client.impl.consumer.ConsumeMessagePopOrderlyService$Anonymous2,,1,5,1
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\config\v1\RocksDBConsumerOffsetManager.java,org.apache.rocketmq.broker.config.v1.RocksDBConsumerOffsetManager,,12,201,47
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\ConsumeMessagePopOrderlyService.java,org.apache.rocketmq.client.impl.consumer.ConsumeMessagePopOrderlyService$Anonymous1,,1,5,1
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\consumer\ReceiptHandle.java,org.apache.rocketmq.common.consumer.ReceiptHandle$ReceiptHandleBuilder,,2,60,13
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\AttributeKeys.java,org.apache.rocketmq.remoting.netty.AttributeKeys,,2,14,1
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\exception\RequestTimeoutException.java,org.apache.rocketmq.client.exception.RequestTimeoutException,,1,28,6
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\ConsumeQueue.java,org.apache.rocketmq.store.ConsumeQueue,,22,913,195
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\config\v2\ConsumerOffsetManagerV2Test.java,org.apache.rocketmq.broker.config.v2.ConsumerOffsetManagerV2Test,,14,117,8
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\namesrv\PutKVConfigRequestHeader.java,org.apache.rocketmq.remoting.protocol.header.namesrv.PutKVConfigRequestHeader,,3,25,7
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\admin\DefaultMQAdminExt.java,org.apache.rocketmq.tools.admin.DefaultMQAdminExt,,47,443,145
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyLogger.java,org.apache.rocketmq.remoting.netty.NettyLogger$NettyBridgeLoggerFactory,,3,5,1
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\utils\NetworkUtil.java,org.apache.rocketmq.common.utils.NetworkUtil,,5,179,54
C:\oodass1\projects\rocketmq\example\src\main\java\org\apache\rocketmq\example\simple\PushConsumer.java,org.apache.rocketmq.example.simple.PushConsumer,,2,20,1
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\Connection.java,org.apache.rocketmq.remoting.protocol.body.Connection,,1,30,8
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\DefaultMQPushConsumerImpl.java,org.apache.rocketmq.client.impl.consumer.DefaultMQPushConsumerImpl,,60,1107,262
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\UnlockBatchMqRequestHeader.java,org.apache.rocketmq.remoting.protocol.header.UnlockBatchMqRequestHeader,,2,4,1
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\config\StorePathConfigHelper.java,org.apache.rocketmq.store.config.StorePathConfigHelper,,0,32,10
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\plugin\BrokerAttachedPlugin.java,org.apache.rocketmq.broker.plugin.BrokerAttachedPlugin,,0,10,8
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\RecallMessageRequestHeader.java,org.apache.rocketmq.remoting.protocol.header.RecallMessageRequestHeader,,5,28,8
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\client\consumer\cluster\DynamicAddConsumerIT.java,org.apache.rocketmq.test.client.consumer.cluster.DynamicAddConsumerIT,,14,38,4
C:\oodass1\projects\rocketmq\openmessaging\src\main\java\io\openmessaging\rocketmq\consumer\PullConsumerImpl.java,io.openmessaging.rocketmq.consumer.PullConsumerImpl$Anonymous1,,7,26,5
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\MessageFilter.java,org.apache.rocketmq.store.MessageFilter,,1,4,2
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\client\consumer\pop\BasePop.java,org.apache.rocketmq.test.client.consumer.pop.BasePop,,3,15,1
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\util\ServiceProviderTest.java,org.apache.rocketmq.broker.util.ServiceProviderTest,,3,10,2
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\ClusterServiceManager.java,org.apache.rocketmq.proxy.service.ClusterServiceManager$ConsumerIdsChangeListenerImpl,,2,6,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\FastCodesHeader.java,org.apache.rocketmq.remoting.protocol.FastCodesHeader,,2,18,6
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\pop\BatchAckMsgTest.java,org.apache.rocketmq.store.pop.BatchAckMsgTest,,3,24,1
C:\oodass1\projects\rocketmq\tieredstore\src\main\java\org\apache\rocketmq\tieredstore\file\FlatFileInterface.java,org.apache.rocketmq.tieredstore.file.FlatFileInterface,,5,31,29
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\container\BrokerMemberGroupIT.java,org.apache.rocketmq.test.container.BrokerMemberGroupIT,,5,33,7
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\metrics\ConsumerLagCalculator.java,org.apache.rocketmq.broker.metrics.ConsumerLagCalculator$ProcessGroupInfo,,0,12,1
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\exception\OffsetNotFoundException.java,org.apache.rocketmq.client.exception.OffsetNotFoundException,,1,10,3
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous9,,2,10,2
C:\oodass1\projects\rocketmq\tieredstore\src\test\java\org\apache\rocketmq\tieredstore\index\IndexStoreFileTest.java,org.apache.rocketmq.tieredstore.index.IndexStoreFileTest,,12,166,23
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous7,,2,10,2
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\sysmessage\HeartbeatSyncer.java,org.apache.rocketmq.proxy.service.sysmessage.HeartbeatSyncer$Anonymous1,,2,7,2
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous8,,3,10,2
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous5,,7,26,5
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous6,,4,21,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous3,,11,72,12
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\config\MetricCollectorModeTest.java,org.apache.rocketmq.proxy.config.MetricCollectorModeTest,,2,10,1
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous4,,3,16,3
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\HARuntimeInfo.java,org.apache.rocketmq.remoting.protocol.body.HARuntimeInfo$HAClientRuntimeInfo,,1,45,12
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\logfile\DefaultMappedFileConcurrencyTest.java,org.apache.rocketmq.store.logfile.DefaultMappedFileConcurrencyTest,,6,135,18
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous1,,2,16,3
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\consistenthash\ConsistentHashRouter.java,org.apache.rocketmq.common.consistenthash.ConsistentHashRouter$MD5Hash,,2,21,4
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\pagecache\QueryMessageTransfer.java,org.apache.rocketmq.broker.pagecache.QueryMessageTransfer,,4,62,16
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\producer\DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$Anonymous2,,0,5,1
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\namesrv\DeleteKvConfigCommand.java,org.apache.rocketmq.tools.command.namesrv.DeleteKvConfigCommand,,7,34,5
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\statistics\StatisticsItemFormatter.java,org.apache.rocketmq.common.statistics.StatisticsItemFormatter,,1,13,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\BitSetSerializerDeserializer.java,org.apache.rocketmq.remoting.protocol.BitSetSerializerDeserializer,,7,16,4
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\filter\FilterContext.java,org.apache.rocketmq.common.filter.FilterContext,,0,9,2
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\client\consumer\broadcast\normal\BroadcastNormalMsgNotReceiveIT.java,org.apache.rocketmq.test.client.consumer.broadcast.normal.BroadcastNormalMsgNotReceiveIT,,16,27,3
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\ReplyMessageRequestHeader.java,org.apache.rocketmq.remoting.protocol.header.ReplyMessageRequestHeader,,5,102,29
C:\oodass1\projects\rocketmq\controller\src\main\java\org\apache\rocketmq\controller\metrics\ControllerMetricsConstant.java,org.apache.rocketmq.controller.metrics.ControllerMetricsConstant,,0,52,0
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\QueryCorrectionOffsetHeader.java,org.apache.rocketmq.remoting.protocol.header.QueryCorrectionOffsetHeader,,4,25,7
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\SendMessageResponseHeader.java,org.apache.rocketmq.remoting.protocol.header.SendMessageResponseHeader,,4,80,21
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\rpchook\DynamicalExtFieldRPCHook.java,org.apache.rocketmq.remoting.rpchook.DynamicalExtFieldRPCHook,,2,14,4
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\attribute\Attribute.java,org.apache.rocketmq.common.attribute.Attribute,,0,21,6
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingClient.java,org.apache.rocketmq.remoting.netty.NettyRemotingClient$Anonymous6,,2,19,4
C:\oodass1\projects\rocketmq\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\RequestSourceTest.java,org.apache.rocketmq.remoting.protocol.RequestSourceTest,,2,19,2
C:\oodass1\projects\rocketmq\test\src\main\java\org\apache\rocketmq\test\clientinterface\MQCollector.java,org.apache.rocketmq.test.clientinterface.MQCollector,,3,71,18
C:\oodass1\projects\rocketmq\common\src\test\java\org\apache\rocketmq\common\stats\StatsItemSetTest.java,org.apache.rocketmq.common.stats.StatsItemSetTest,,9,94,15
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\remoting\protocol\http2proxy\Http2ProxyBackendHandler.java,org.apache.rocketmq.proxy.remoting.protocol.http2proxy.Http2ProxyBackendHandler,,6,31,5
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\client\consumer\broadcast\normal\BroadcastNormalMsgRecvFailIT.java,org.apache.rocketmq.test.client.consumer.broadcast.normal.BroadcastNormalMsgRecvFailIT,,17,23,3
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingClient.java,org.apache.rocketmq.remoting.netty.NettyRemotingClient$Anonymous2,,8,15,4
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingClient.java,org.apache.rocketmq.remoting.netty.NettyRemotingClient$Anonymous3,,2,13,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingClient.java,org.apache.rocketmq.remoting.netty.NettyRemotingClient$Anonymous4,,2,13,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingClient.java,org.apache.rocketmq.remoting.netty.NettyRemotingClient$Anonymous5,,10,19,5
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\namesrv\NameServerUpdateCallback.java,org.apache.rocketmq.common.namesrv.NameServerUpdateCallback,,0,3,1
C:\oodass1\projects\rocketmq\tools\src\test\java\org\apache\rocketmq\tools\command\consumer\ConsumerProgressSubCommandTest.java,org.apache.rocketmq.tools.command.consumer.ConsumerProgressSubCommandTest,,14,34,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\ConsumeMessagePopOrderlyService.java,org.apache.rocketmq.client.impl.consumer.ConsumeMessagePopOrderlyService,,22,276,49
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\statistics\Interceptor.java,org.apache.rocketmq.common.statistics.Interceptor,,1,4,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\rpc\ClientMetadata.java,org.apache.rocketmq.remoting.rpc.ClientMetadata,,8,100,32
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\constant\ConsumeInitMode.java,org.apache.rocketmq.common.constant.ConsumeInitMode,,0,4,0
C:\oodass1\projects\rocketmq\example\src\main\java\org\apache\rocketmq\example\benchmark\Producer.java,org.apache.rocketmq.example.benchmark.Producer$Anonymous2,,2,15,4
C:\oodass1\projects\rocketmq\auth\src\main\java\org\apache\rocketmq\auth\authentication\provider\DefaultAuthenticationProvider.java,org.apache.rocketmq.auth.authentication.provider.DefaultAuthenticationProvider,,13,34,8
C:\oodass1\projects\rocketmq\example\src\main\java\org\apache\rocketmq\example\benchmark\Producer.java,org.apache.rocketmq.example.benchmark.Producer$Anonymous3,,4,92,20
C:\oodass1\projects\rocketmq\example\src\main\java\org\apache\rocketmq\example\benchmark\Producer.java,org.apache.rocketmq.example.benchmark.Producer$Anonymous1,,1,8,2
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\kv\CompactionLogTest.java,org.apache.rocketmq.store.kv.CompactionLogTest,,22,153,11
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\metrics\ConsumerLagCalculator.java,org.apache.rocketmq.broker.metrics.ConsumerLagCalculator$CalculateLagResult,,1,7,1
C:\oodass1\projects\rocketmq\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\RemotingCommandTest.java,org.apache.rocketmq.remoting.protocol.FieldTestClass,,1,5,0
C:\oodass1\projects\rocketmq\test\src\main\java\org\apache\rocketmq\test\factory\SendCallBackFactory.java,org.apache.rocketmq.test.factory.SendCallBackFactory,,2,11,1
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\consumer\LitePullConsumer.java,org.apache.rocketmq.client.consumer.LitePullConsumer,,5,32,30
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\client\producer\oneway\OneWaySendIT.java,org.apache.rocketmq.test.client.producer.oneway.OneWaySendIT,,12,22,3
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\transaction\queue\MessageQueueOpContext.java,org.apache.rocketmq.broker.transaction.queue.MessageQueueOpContext,,0,21,5
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyRemotingClient.java,org.apache.rocketmq.remoting.netty.NettyRemotingClient$Anonymous1,,0,2,0
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\config\v1\RocksDBTopicConfigManagerMigrationTest.java,org.apache.rocketmq.broker.config.v1.RocksDBTopicConfigManagerMigrationTest,,9,75,5
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\queue\RocksDBConsumeQueueStore.java,org.apache.rocketmq.store.queue.RocksDBConsumeQueueStore$RocksDBCleanConsumeQueueService,,3,52,14
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\processor\ClientManageProcessorTest.java,org.apache.rocketmq.broker.processor.ClientManageProcessorTest,,25,137,14
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\grpc\v2\GrpcMessagingApplicationTest.java,org.apache.rocketmq.proxy.grpc.v2.GrpcMessagingApplicationTest,,18,52,3
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\consumer\store\LocalFileOffsetStoreTest.java,org.apache.rocketmq.client.consumer.store.LocalFileOffsetStoreTest,,10,69,7
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\metadata\ClusterMetadataService.java,org.apache.rocketmq.proxy.service.metadata.ClusterMetadataService,,24,175,17
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\producer\RequestResponseFutureTest.java,org.apache.rocketmq.client.producer.RequestResponseFutureTest,,3,16,1
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\netty\ResponseFuture.java,org.apache.rocketmq.remoting.netty.ResponseFuture,,8,111,29
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\auth\DeleteAclSubCommand.java,org.apache.rocketmq.tools.command.auth.DeleteAclSubCommand,,10,62,10
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\LmqDispatch.java,org.apache.rocketmq.store.LmqDispatch,,2,26,8
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\index\QueryOffsetResult.java,org.apache.rocketmq.store.index.QueryOffsetResult,,0,19,4
C:\oodass1\projects\rocketmq\test\src\main\java\org\apache\rocketmq\test\client\rmq\RMQBroadCastConsumer.java,org.apache.rocketmq.test.client.rmq.RMQBroadCastConsumer,,4,10,2
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\consumer\StartMonitoringSubCommand.java,org.apache.rocketmq.tools.command.consumer.StartMonitoringSubCommand,,8,20,5
C:\oodass1\projects\rocketmq\test\src\main\java\org\apache\rocketmq\test\util\RandomUtil.java,org.apache.rocketmq.test.util.RandomUtil,,2,235,59
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\rpc\RpcException.java,org.apache.rocketmq.remoting.rpc.RpcException,,1,17,4
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\MessageStoreStateMachine.java,org.apache.rocketmq.store.MessageStoreStateMachine$MessageStoreState,,1,14,6
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\export\ExportMetricsCommand.java,org.apache.rocketmq.tools.command.export.ExportMetricsCommand,,17,158,23
C:\oodass1\projects\rocketmq\container\src\main\java\org\apache\rocketmq\container\BrokerContainerStartup.java,org.apache.rocketmq.container.BrokerContainerStartup,,21,318,55
C:\oodass1\projects\rocketmq\namesrv\src\main\java\org\apache\rocketmq\namesrv\routeinfo\BrokerHousekeepingService.java,org.apache.rocketmq.namesrv.routeinfo.BrokerHousekeepingService,,4,19,6
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\impl\consumer\ConsumeMessageConcurrentlyServiceTest.java,org.apache.rocketmq.client.impl.consumer.ConsumeMessageConcurrentlyServiceTest,,36,153,10
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\ConsumeMessageConcurrentlyService.java,org.apache.rocketmq.client.impl.consumer.ConsumeMessageConcurrentlyService,,19,319,46
